x_curr,y_curr,x_prev,y_prev
3.01241e+53,1.10198e-107,2.274e+53,1.93383e-107
3.99059e+53,6.2795e-108,3.01241e+53,1.10198e-107
5.28641e+53,3.57831e-108,3.99059e+53,6.2795e-108
7.003e+53,2.03907e-108,5.28641e+53,3.57831e-108
9.277e+53,1.16194e-108,7.003e+53,2.03907e-108
1.22894e+54,6.62122e-109,9.277e+53,1.16194e-108
1.628e+54,3.77304e-109,1.22894e+54,6.62122e-109
2.15664e+54,2.15003e-109,1.628e+54,3.77304e-109
2.85694e+54,1.22517e-109,2.15664e+54,2.15003e-109
3.78464e+54,6.98153e-110,2.85694e+54,1.22517e-109
5.01358e+54,3.97835e-110,3.78464e+54,6.98153e-110
6.64158e+54,2.26703e-110,5.01358e+54,3.97835e-110
8.79823e+54,1.29184e-110,6.64158e+54,2.26703e-110
1.16552e+55,7.36144e-111,8.79823e+54,1.29184e-110
1.54398e+55,4.19485e-111,1.16552e+55,7.36144e-111
2.04534e+55,2.39039e-111,1.54398e+55,4.19485e-111
2.7095e+55,1.36214e-111,2.04534e+55,2.39039e-111
3.58932e+55,7.76204e-112,2.7095e+55,1.36214e-111
4.75484e+55,4.42312e-112,3.58932e+55,7.76204e-112
6.29882e+55,2.52047e-112,4.75484e+55,4.42312e-112
8.34416e+55,1.43627e-112,6.29882e+55,2.52047e-112
1.10537e+56,8.18443e-113,8.34416e+55,1.43627e-112
1.4643e+56,4.66382e-113,1.10537e+56,8.18443e-113
1.93978e+56,2.65763e-113,1.4643e+56,4.66382e-113
2.56966e+56,1.51442e-113,1.93978e+56,2.65763e-113
3.40408e+56,8.6298e-114,2.56966e+56,1.51442e-113
4.50944e+56,4.91761e-114,3.40408e+56,8.6298e-114
5.97374e+56,2.80225e-114,4.50944e+56,4.91761e-114
7.91352e+56,1.59684e-114,5.97374e+56,2.80225e-114
1.04832e+57,9.09941e-115,7.91352e+56,1.59684e-114
1.38873e+57,5.18521e-115,1.04832e+57,9.09941e-115
1.83967e+57,2.95474e-115,1.38873e+57,5.18521e-115
2.43705e+57,1.68373e-115,1.83967e+57,2.95474e-115
3.2284e+57,9.59458e-116,2.43705e+57,1.68373e-115
4.27672e+57,5.46738e-116,3.2284e+57,9.59458e-116
5.66544e+57,3.11553e-116,4.27672e+57,5.46738e-116
7.50511e+57,1.77536e-116,5.66544e+57,3.11553e-116
9.94216e+57,1.01167e-116,7.50511e+57,1.77536e-116
1.31706e+58,5.7649e-117,9.94216e+57,1.01167e-116
1.74473e+58,3.28507e-117,1.31706e+58,5.7649e-117
2.31127e+58,1.87197e-117,1.74473e+58,3.28507e-117
3.06178e+58,1.06672e-117,2.31127e+58,1.87197e-117
4.056e+58,6.07861e-118,3.06178e+58,1.06672e-117
5.37305e+58,3.46384e-118,4.056e+58,6.07861e-118
7.11778e+58,1.97383e-118,5.37305e+58,3.46384e-118
9.42905e+58,1.12477e-118,7.11778e+58,1.97383e-118
1.24908e+59,6.4094e-119,9.42905e+58,1.12477e-118
1.65468e+59,3.65233e-119,1.24908e+59,6.4094e-119
2.19199e+59,2.08125e-119,1.65468e+59,3.65233e-119
2.90377e+59,1.18598e-119,2.19199e+59,2.08125e-119
3.84667e+59,6.75818e-120,2.90377e+59,1.18598e-119
5.09576e+59,3.85108e-120,3.84667e+59,6.75818e-120
6.75044e+59,2.1945e-120,5.09576e+59,3.85108e-120
8.94243e+59,1.25052e-120,6.75044e+59,2.1945e-120
1.18462e+60,7.12594e-121,8.94243e+59,1.25052e-120
1.56929e+60,4.06065e-121,1.18462e+60,7.12594e-121
2.07886e+60,2.31392e-121,1.56929e+60,4.06065e-121
2.75391e+60,1.31857e-121,2.07886e+60,2.31392e-121
3.64815e+60,7.51372e-122,2.75391e+60,1.31857e-121
4.83277e+60,4.28162e-122,3.64815e+60,7.51372e-122
6.40206e+60,2.43984e-122,4.83277e+60,4.28162e-122
8.48092e+60,1.39032e-122,6.40206e+60,2.43984e-122
1.12348e+61,7.9226e-123,8.48092e+60,1.39032e-122
1.4883e+61,4.51461e-123,1.12348e+61,7.9226e-123
1.97157e+61,2.57261e-123,1.4883e+61,4.51461e-123
2.61178e+61,1.46598e-123,1.97157e+61,2.57261e-123
3.45987e+61,8.35372e-124,2.61178e+61,1.46598e-123
4.58335e+61,4.76029e-124,3.45987e+61,8.35372e-124
6.07165e+61,2.7126e-124,4.58335e+61,4.76029e-124
8.04323e+61,1.54575e-124,6.07165e+61,2.7126e-124
1.0655e+62,8.80831e-125,8.04323e+61,1.54575e-124
1.41149e+62,5.01933e-125,1.0655e+62,8.80831e-125
1.86982e+62,2.86022e-125,1.41149e+62,5.01933e-125
2.47699e+62,1.62987e-125,1.86982e+62,2.86022e-125
3.28131e+62,9.28764e-126,2.47699e+62,1.62987e-125
4.34681e+62,5.29247e-126,3.28131e+62,9.28764e-126
5.7583e+62,3.01586e-126,4.34681e+62,5.29247e-126
7.62812e+62,1.71856e-126,5.7583e+62,3.01586e-126
1.01051e+63,9.79305e-127,7.62812e+62,1.71856e-126
1.33864e+63,5.58047e-127,1.01051e+63,9.79305e-127
1.77332e+63,3.17998e-127,1.33864e+63,5.58047e-127
2.34915e+63,1.81208e-127,1.77332e+63,3.17998e-127
3.11197e+63,1.0326e-127,2.34915e+63,1.81208e-127
4.12248e+63,5.88415e-128,3.11197e+63,1.0326e-127
5.46112e+63,3.35303e-128,4.12248e+63,5.88415e-128
7.23444e+63,1.91069e-128,5.46112e+63,3.35303e-128
9.58359e+63,1.08879e-128,7.23444e+63,1.91069e-128
1.26956e+64,6.20435e-129,9.58359e+63,1.08879e-128
1.6818e+64,3.53549e-129,1.26956e+64,6.20435e-129
2.22792e+64,2.01466e-129,1.6818e+64,3.53549e-129
2.95136e+64,1.14804e-129,2.22792e+64,2.01466e-129
3.90972e+64,6.54198e-130,2.95136e+64,1.14804e-129
5.17927e+64,3.72788e-130,3.90972e+64,6.54198e-130
6.86108e+64,2.1243e-130,5.17927e+64,3.72788e-130
9.08899e+64,1.21051e-130,6.86108e+64,2.1243e-130
1.20404e+65,6.89797e-131,9.08899e+64,1.21051e-130
1.59501e+65,3.93074e-131,1.20404e+65,6.89797e-131
2.11293e+65,2.2399e-131,1.59501e+65,3.93074e-131
2.79904e+65,1.27638e-131,2.11293e+65,2.2399e-131
3.70794e+65,7.27334e-132,2.79904e+65,1.27638e-131
4.91198e+65,4.14464e-132,3.70794e+65,7.27334e-132
6.50698e+65,2.36179e-132,4.91198e+65,4.14464e-132
8.61992e+65,1.34584e-132,6.50698e+65,2.36179e-132
1.1419e+66,7.66914e-133,8.61992e+65,1.34584e-132
1.51269e+66,4.37019e-133,1.1419e+66,7.66914e-133
2.00389e+66,2.49031e-133,1.51269e+66,4.37019e-133
2.65459e+66,1.41908e-133,2.00389e+66,2.49031e-133
3.51658e+66,8.08648e-134,2.65459e+66,1.41908e-133
4.65847e+66,4.608e-134,3.51658e+66,8.08648e-134
6.17116e+66,2.62582e-134,4.65847e+66,4.608e-134
8.17505e+66,1.4963e-134,6.17116e+66,2.62582e-134
1.08296e+67,8.52652e-135,8.17505e+66,1.4963e-134
1.43462e+67,4.85876e-135,1.08296e+67,8.52652e-135
1.90047e+67,2.76872e-135,1.43462e+67,4.85876e-135
2.51759e+67,1.57773e-135,1.90047e+67,2.76872e-135
3.33509e+67,8.99052e-136,2.51759e+67,1.57773e-135
4.41806e+67,5.12316e-136,3.33509e+67,8.99052e-136
5.85268e+67,2.91938e-136,4.41806e+67,5.12316e-136
7.75315e+67,1.66358e-136,5.85268e+67,2.91938e-136
1.02707e+68,9.47976e-137,7.75315e+67,1.66358e-136
1.36058e+68,5.40195e-137,1.02707e+68,9.47976e-137
1.80239e+68,3.07825e-137,1.36058e+68,5.40195e-137
2.38766e+68,1.75411e-137,1.80239e+68,3.07825e-137
3.16297e+68,9.99562e-138,2.38766e+68,1.75411e-137
4.19004e+68,5.69591e-138,3.16297e+68,9.99562e-138
5.55063e+68,3.24576e-138,4.19004e+68,5.69591e-138
7.35301e+68,1.84956e-138,5.55063e+68,3.24576e-138
9.74067e+68,1.05396e-138,7.35301e+68,1.84956e-138
1.29036e+69,6.00587e-139,9.74067e+68,1.05396e-138
1.70937e+69,3.42238e-139,1.29036e+69,6.00587e-139
2.26443e+69,1.95021e-139,1.70937e+69,3.42238e-139
2.99973e+69,1.11131e-139,2.26443e+69,1.95021e-139
3.9738e+69,6.33269e-140,2.99973e+69,1.11131e-139
5.26416e+69,3.60862e-140,3.9738e+69,6.33269e-140
6.97353e+69,2.05634e-140,5.26416e+69,3.60862e-140
9.23796e+69,1.17178e-140,6.97353e+69,2.05634e-140
1.22377e+70,6.6773e-141,9.23796e+69,1.17178e-140
1.62115e+70,3.80499e-141,1.22377e+70,6.6773e-141
2.14757e+70,2.16824e-141,1.62115e+70,3.80499e-141
2.84492e+70,1.23555e-141,2.14757e+70,2.16824e-141
3.76871e+70,7.04066e-142,2.84492e+70,1.23555e-141
4.99248e+70,4.01205e-142,3.76871e+70,7.04066e-142
6.61363e+70,2.28623e-142,4.99248e+70,4.01205e-142
8.7612e+70,1.30279e-142,6.61363e+70,2.28623e-142
1.16061e+71,7.4238e-143,8.7612e+70,1.30279e-142
1.53748e+71,4.23038e-143,1.16061e+71,7.4238e-143
2.03673e+71,2.41064e-143,1.53748e+71,4.23038e-143
2.6981e+71,1.37368e-143,2.03673e+71,2.41064e-143
3.57421e+71,7.82778e-144,2.6981e+71,1.37368e-143
4.73483e+71,4.46058e-144,3.57421e+71,7.82778e-144
6.27231e+71,2.54182e-144,4.73483e+71,4.46058e-144
8.30904e+71,1.44843e-144,6.27231e+71,2.54182e-144
1.10071e+72,8.25375e-145,8.30904e+71,1.44843e-144
1.45814e+72,4.70332e-145,1.10071e+72,8.25375e-145
1.93162e+72,2.68014e-145,1.45814e+72,4.70332e-145
2.55885e+72,1.52725e-145,1.93162e+72,2.68014e-145
3.38975e+72,8.7029e-146,2.55885e+72,1.52725e-145
4.49047e+72,4.95926e-146,3.38975e+72,8.7029e-146
5.9486e+72,2.82599e-146,4.49047e+72,4.95926e-146
7.88022e+72,1.61036e-146,5.9486e+72,2.82599e-146
1.04391e+73,9.17649e-147,7.88022e+72,1.61036e-146
1.38288e+73,5.22913e-147,1.04391e+73,9.17649e-147
1.83193e+73,2.97977e-147,1.38288e+73,5.22913e-147
2.42679e+73,1.69799e-147,1.83193e+73,2.97977e-147
3.21481e+73,9.67585e-148,2.42679e+73,1.69799e-147
4.25872e+73,5.51369e-148,3.21481e+73,9.67585e-148
5.6416e+73,3.14192e-148,4.25872e+73,5.51369e-148
7.47353e+73,1.79039e-148,5.6416e+73,3.14192e-148
9.90032e+73,1.02024e-148,7.47353e+73,1.79039e-148
1.31151e+74,5.81373e-149,9.90032e+73,1.02024e-148
1.73738e+74,3.3129e-149,1.31151e+74,5.81373e-149
2.30154e+74,1.88782e-149,1.73738e+74,3.3129e-149
3.0489e+74,1.07576e-149,2.30154e+74,1.88782e-149
4.03893e+74,6.1301e-150,3.0489e+74,1.07576e-149
5.35044e+74,3.49318e-150,4.03893e+74,6.1301e-150
7.08783e+74,1.99055e-150,5.35044e+74,3.49318e-150
9.38937e+74,1.1343e-150,7.08783e+74,1.99055e-150
1.24383e+75,6.46368e-151,9.38937e+74,1.1343e-150
1.64772e+75,3.68327e-151,1.24383e+75,6.46368e-151
2.18276e+75,2.09887e-151,1.64772e+75,3.68327e-151
2.89155e+75,1.19602e-151,2.18276e+75,2.09887e-151
3.83048e+75,6.81542e-152,2.89155e+75,1.19602e-151
5.07431e+75,3.8837e-152,3.83048e+75,6.81542e-152
6.72203e+75,2.21309e-152,5.07431e+75,3.8837e-152
8.90479e+75,1.26111e-152,6.72203e+75,2.21309e-152
1.17963e+76,7.1863e-153,8.90479e+75,1.26111e-152
1.56268e+76,4.09504e-153,1.17963e+76,7.1863e-153
2.07011e+76,2.33352e-153,1.56268e+76,4.09504e-153
2.74232e+76,1.32973e-153,2.07011e+76,2.33352e-153
3.6328e+76,7.57736e-154,2.74232e+76,1.32973e-153
4.81243e+76,4.31789e-154,3.6328e+76,7.57736e-154
6.37511e+76,2.4605e-154,4.81243e+76,4.31789e-154
8.44523e+76,1.40209e-154,6.37511e+76,2.4605e-154
1.11875e+77,7.9897e-155,8.44523e+76,1.40209e-154
1.48203e+77,4.55285e-155,1.11875e+77,7.9897e-155
1.96328e+77,2.5944e-155,1.48203e+77,4.55285e-155
2.60079e+77,1.47839e-155,1.96328e+77,2.5944e-155
3.44531e+77,8.42448e-156,2.60079e+77,1.47839e-155
4.56407e+77,4.80061e-156,3.44531e+77,8.42448e-156
6.0461e+77,2.73558e-156,4.56407e+77,4.80061e-156
8.00938e+77,1.55884e-156,6.0461e+77,2.73558e-156
1.06102e+78,8.88292e-157,8.00938e+77,1.55884e-156
1.40555e+78,5.06185e-157,1.06102e+78,8.88292e-157
1.86195e+78,2.88444e-157,1.40555e+78,5.06185e-157
2.46656e+78,1.64367e-157,1.86195e+78,2.88444e-157
3.2675e+78,9.36631e-158,2.46656e+78,1.64367e-157
4.32852e+78,5.3373e-158,3.2675e+78,9.36631e-158
5.73407e+78,3.04141e-158,4.32852e+78,5.3373e-158
7.59602e+78,1.73312e-158,5.73407e+78,3.04141e-158
1.00626e+79,9.876e-159,7.59602e+78,1.73312e-158
1.33301e+79,5.62774e-159,1.00626e+79,9.876e-159
1.76586e+79,3.20691e-159,1.33301e+79,5.62774e-159
2.33927e+79,1.82743e-159,1.76586e+79,3.20691e-159
3.09887e+79,1.04134e-159,2.33927e+79,1.82743e-159
4.10513e+79,5.93399e-160,3.09887e+79,1.04134e-159
5.43814e+79,3.38143e-160,4.10513e+79,5.93399e-160
7.204e+79,1.92687e-160,5.43814e+79,3.38143e-160
9.54326e+79,1.09801e-160,7.204e+79,1.92687e-160
1.26421e+80,6.2569e-161,9.54326e+79,1.09801e-160
1.67473e+80,3.56544e-161,1.26421e+80,6.2569e-161
2.21854e+80,2.03173e-161,1.67473e+80,3.56544e-161
2.93894e+80,1.15776e-161,2.21854e+80,2.03173e-161
3.89327e+80,6.59739e-162,2.93894e+80,1.15776e-161
5.15748e+80,3.75946e-162,3.89327e+80,6.59739e-162
6.8322e+80,2.14229e-162,5.15748e+80,3.75946e-162
9.05074e+80,1.22076e-162,6.8322e+80,2.14229e-162
1.19897e+81,6.9564e-163,9.05074e+80,1.22076e-162
1.58829e+81,3.96404e-163,1.19897e+81,6.9564e-163
2.10404e+81,2.25887e-163,1.58829e+81,3.96404e-163
2.78726e+81,1.28719e-163,2.10404e+81,2.25887e-163
3.69234e+81,7.33495e-164,2.78726e+81,1.28719e-163
4.89131e+81,4.17975e-164,3.69234e+81,7.33495e-164
6.4796e+81,2.38179e-164,4.89131e+81,4.17975e-164
8.58364e+81,1.35724e-164,6.4796e+81,2.38179e-164
1.13709e+82,7.7341e-165,8.58364e+81,1.35724e-164
1.50632e+82,4.4072e-165,1.13709e+82,7.7341e-165
1.99545e+82,2.5114e-165,1.50632e+82,4.4072e-165
2.64342e+82,1.4311e-165,1.99545e+82,2.5114e-165
3.50178e+82,8.15497e-166,2.64342e+82,1.4311e-165
4.63887e+82,4.64703e-166,3.50178e+82,8.15497e-166
6.14519e+82,2.64807e-166,4.63887e+82,4.64703e-166
8.14065e+82,1.50897e-166,6.14519e+82,2.64807e-166
1.07841e+83,8.59874e-167,8.14065e+82,1.50897e-166
1.42858e+83,4.89991e-167,1.07841e+83,8.59874e-167
1.89247e+83,2.79217e-167,1.42858e+83,4.89991e-167
2.50699e+83,1.59109e-167,1.89247e+83,2.79217e-167
3.32106e+83,9.06667e-168,2.50699e+83,1.59109e-167
4.39946e+83,5.16655e-168,3.32106e+83,9.06667e-168
5.82805e+83,2.94411e-168,4.39946e+83,5.16655e-168
7.72052e+83,1.67767e-168,5.82805e+83,2.94411e-168
1.02275e+84,9.56005e-169,7.72052e+83,1.67767e-168
1.35486e+84,5.4477e-169,1.02275e+84,9.56005e-169
1.7948e+84,3.10432e-169,1.35486e+84,5.4477e-169
2.37761e+84,1.76897e-169,1.7948e+84,3.10432e-169
3.14966e+84,1.00803e-169,2.37761e+84,1.76897e-169
4.17241e+84,5.74415e-170,3.14966e+84,1.00803e-169
5.52727e+84,3.27325e-170,4.17241e+84,5.74415e-170
7.32207e+84,1.86523e-170,5.52727e+84,3.27325e-170
9.69968e+84,1.06288e-170,7.32207e+84,1.86523e-170
1.28493e+85,6.05674e-171,9.69968e+84,1.06288e-170
1.70217e+85,3.45137e-171,1.28493e+85,6.05674e-171
2.2549e+85,1.96673e-171,1.70217e+85,3.45137e-171
2.98711e+85,1.12072e-171,2.2549e+85,1.96673e-171
3.95708e+85,6.38633e-172,2.98711e+85,1.12072e-171
5.24201e+85,3.63919e-172,3.95708e+85,6.38633e-172
6.94418e+85,2.07376e-172,5.24201e+85,3.63919e-172
9.19909e+85,1.18171e-172,6.94418e+85,2.07376e-172
1.21862e+86,6.73386e-173,9.19909e+85,1.18171e-172
1.61433e+86,3.83722e-173,1.21862e+86,6.73386e-173
2.13853e+86,2.1866e-173,1.61433e+86,3.83722e-173
2.83295e+86,1.24602e-173,2.13853e+86,2.1866e-173
3.75285e+86,7.1003e-174,2.83295e+86,1.24602e-173
4.97147e+86,4.04604e-174,3.75285e+86,7.1003e-174
6.5858e+86,2.30559e-174,4.97147e+86,4.04604e-174
8.72433e+86,1.31382e-174,6.5858e+86,2.30559e-174
1.15573e+87,7.48668e-175,8.72433e+86,1.31382e-174
1.53101e+87,4.26621e-175,1.15573e+87,7.48668e-175
2.02816e+87,2.43106e-175,1.53101e+87,4.26621e-175
2.68674e+87,1.38532e-175,2.02816e+87,2.43106e-175
3.55917e+87,7.89408e-176,2.68674e+87,1.38532e-175
4.7149e+87,4.49837e-176,3.55917e+87,7.89408e-176
6.24591e+87,2.56335e-176,4.7149e+87,4.49837e-176
8.27407e+87,1.4607e-176,6.24591e+87,2.56335e-176
1.09608e+88,8.32366e-177,8.27407e+87,1.4607e-176
1.452e+88,4.74316e-177,1.09608e+88,8.32366e-177
1.92349e+88,2.70284e-177,1.452e+88,4.74316e-177
2.54808e+88,1.54019e-177,1.92349e+88,2.70284e-177
3.37549e+88,8.77661e-178,2.54808e+88,1.54019e-177
4.47157e+88,5.00127e-178,3.37549e+88,8.77661e-178
5.92357e+88,2.84992e-178,4.47157e+88,5.00127e-178
7.84706e+88,1.624e-178,5.92357e+88,2.84992e-178
1.03951e+89,9.25421e-179,7.84706e+88,1.624e-178
1.37706e+89,5.27342e-179,1.03951e+89,9.25421e-179
1.82422e+89,3.00501e-179,1.37706e+89,5.27342e-179
2.41658e+89,1.71238e-179,1.82422e+89,3.00501e-179
3.20128e+89,9.75781e-180,2.41658e+89,1.71238e-179
4.2408e+89,5.56039e-180,3.20128e+89,9.75781e-180
5.61786e+89,3.16853e-180,4.2408e+89,5.56039e-180
7.44208e+89,1.80556e-180,5.61786e+89,3.16853e-180
9.85865e+89,1.02888e-180,7.44208e+89,1.80556e-180
1.30599e+90,5.86297e-181,9.85865e+89,1.02888e-180
1.73007e+90,3.34096e-181,1.30599e+90,5.86297e-181
2.29186e+90,1.90381e-181,1.73007e+90,3.34096e-181
3.03607e+90,1.08487e-181,2.29186e+90,1.90381e-181
4.02193e+90,6.18202e-182,3.03607e+90,1.08487e-181
5.32793e+90,3.52277e-182,4.02193e+90,6.18202e-182
7.058e+90,2.00741e-182,5.32793e+90,3.52277e-182
9.34986e+90,1.14391e-182,7.058e+90,2.00741e-182
1.23859e+91,6.51843e-183,9.34986e+90,1.14391e-182
1.64079e+91,3.71447e-183,1.23859e+91,6.51843e-183
2.17358e+91,2.11665e-183,1.64079e+91,3.71447e-183
2.87938e+91,1.20615e-183,2.17358e+91,2.11665e-183
3.81436e+91,6.87315e-184,2.87938e+91,1.20615e-183
5.05296e+91,3.9166e-184,3.81436e+91,6.87315e-184
6.69374e+91,2.23183e-184,5.05296e+91,3.9166e-184
8.86732e+91,1.27179e-184,6.69374e+91,2.23183e-184
1.17467e+92,7.24717e-185,8.86732e+91,1.27179e-184
1.55611e+92,4.12973e-185,1.17467e+92,7.24717e-185
2.0614e+92,2.35329e-185,1.55611e+92,4.12973e-185
2.73078e+92,1.341e-185,2.0614e+92,2.35329e-185
3.61751e+92,7.64154e-186,2.73078e+92,1.341e-185
4.79218e+92,4.35446e-186,3.61751e+92,7.64154e-186
6.34828e+92,2.48135e-186,4.79218e+92,4.35446e-186
8.40969e+92,1.41397e-186,6.34828e+92,2.48135e-186
1.11405e+93,8.05738e-187,8.40969e+92,1.41397e-186
1.4758e+93,4.59142e-187,1.11405e+93,8.05738e-187
1.95501e+93,2.61637e-187,1.4758e+93,4.59142e-187
2.58984e+93,1.49092e-187,1.95501e+93,2.61637e-187
3.43081e+93,8.49584e-188,2.58984e+93,1.49092e-187
4.54486e+93,4.84127e-188,3.43081e+93,8.49584e-188
6.02065e+93,2.75875e-188,4.54486e+93,4.84127e-188
7.97567e+93,1.57205e-188,6.02065e+93,2.75875e-188
1.05655e+94,8.95816e-189,7.97567e+93,1.57205e-188
1.39963e+94,5.10472e-189,1.05655e+94,8.95816e-189
1.85412e+94,2.90888e-189,1.39963e+94,5.10472e-189
2.45618e+94,1.65759e-189,1.85412e+94,2.90888e-189
3.25375e+94,9.44564e-190,2.45618e+94,1.65759e-189
4.3103e+94,5.38251e-190,3.25375e+94,9.44564e-190
5.70993e+94,3.06717e-190,4.3103e+94,5.38251e-190
7.56405e+94,1.7478e-190,5.70993e+94,3.06717e-190
1.00202e+95,9.95965e-191,7.56405e+94,1.7478e-190
1.3274e+95,5.67541e-191,1.00202e+95,9.95965e-191
1.75843e+95,3.23408e-191,1.3274e+95,5.67541e-191
2.32942e+95,1.84291e-191,1.75843e+95,3.23408e-191
3.08583e+95,1.05016e-191,2.32942e+95,1.84291e-191
4.08785e+95,5.98425e-192,3.08583e+95,1.05016e-191
5.41525e+95,3.41007e-192,4.08785e+95,5.98425e-192
7.17368e+95,1.94319e-192,5.41525e+95,3.41007e-192
9.5031e+95,1.10731e-192,7.17368e+95,1.94319e-192
1.25889e+96,6.3099e-193,9.5031e+95,1.10731e-192
1.66768e+96,3.59563e-193,1.25889e+96,6.3099e-193
2.2092e+96,2.04894e-193,1.66768e+96,3.59563e-193
2.92657e+96,1.16757e-193,2.2092e+96,2.04894e-193
3.87688e+96,6.65327e-194,2.92657e+96,1.16757e-193
5.13577e+96,3.7913e-194,3.87688e+96,6.65327e-194
6.80345e+96,2.16044e-194,5.13577e+96,3.7913e-194
9.01266e+96,1.2311e-194,6.80345e+96,2.16044e-194
1.19392e+97,7.01532e-195,9.01266e+96,1.2311e-194
1.58161e+97,3.99761e-195,1.19392e+97,7.01532e-195
2.09519e+97,2.278e-195,1.58161e+97,3.99761e-195
2.77553e+97,1.2981e-195,2.09519e+97,2.278e-195
3.6768e+97,7.39708e-196,2.77553e+97,1.2981e-195
4.87072e+97,4.21515e-196,3.6768e+97,7.39708e-196
6.45233e+97,2.40196e-196,4.87072e+97,4.21515e-196
8.54752e+97,1.36874e-196,6.45233e+97,2.40196e-196
1.13231e+98,7.79961e-197,8.54752e+97,1.36874e-196
1.49999e+98,4.44453e-197,1.13231e+98,7.79961e-197
1.98706e+98,2.53267e-197,1.49999e+98,4.44453e-197
2.63229e+98,1.44322e-197,1.98706e+98,2.53267e-197
3.48704e+98,8.22405e-198,2.63229e+98,1.44322e-197
4.61935e+98,4.68639e-198,3.48704e+98,8.22405e-198
6.11933e+98,2.6705e-198,4.61935e+98,4.68639e-198
8.10639e+98,1.52176e-198,6.11933e+98,2.6705e-198
1.07387e+99,8.67158e-199,8.10639e+98,1.52176e-198
1.42257e+99,4.94141e-199,1.07387e+99,8.67158e-199
1.88451e+99,2.81582e-199,1.42257e+99,4.94141e-199
2.49644e+99,1.60457e-199,1.88451e+99,2.81582e-199
3.30708e+99,9.14346e-200,2.49644e+99,1.60457e-199
4.38095e+99,5.21031e-200,3.30708e+99,9.14346e-200
5.80352e+99,2.96905e-200,4.38095e+99,5.21031e-200
7.68803e+99,1.69188e-200,5.80352e+99,2.96905e-200
1.01845e+100,9.64103e-201,7.68803e+99,1.69188e-200
1.34915e+100,5.49385e-201,1.01845e+100,9.64103e-201
1.78725e+100,3.13061e-201,1.34915e+100,5.49385e-201
2.3676e+100,1.78395e-201,1.78725e+100,3.13061e-201
3.1364e+100,1.01657e-201,2.3676e+100,1.78395e-201
4.15485e+100,5.79281e-202,3.1364e+100,1.01657e-201
5.50401e+100,3.30098e-202,4.15485e+100,5.79281e-202
7.29126e+100,1.88103e-202,5.50401e+100,3.30098e-202
9.65886e+100,1.07189e-202,7.29126e+100,1.88103e-202
1.27953e+101,6.10804e-203,9.65886e+100,1.07189e-202
1.69501e+101,3.48061e-203,1.27953e+101,6.10804e-203
2.24541e+101,1.98339e-203,1.69501e+101,3.48061e-203
2.97454e+101,1.13022e-203,2.24541e+101,1.98339e-203
3.94042e+101,6.44042e-204,2.97454e+101,1.13022e-203
5.21995e+101,3.67001e-204,3.94042e+101,6.44042e-204
6.91496e+101,2.09132e-204,5.21995e+101,3.67001e-204
9.16037e+101,1.19172e-204,6.91496e+101,2.09132e-204
1.21349e+102,6.79089e-205,9.16037e+101,1.19172e-204
1.60753e+102,3.86972e-205,1.21349e+102,6.79089e-205
2.12953e+102,2.20513e-205,1.60753e+102,3.86972e-205
2.82102e+102,1.25657e-205,2.12953e+102,2.20513e-205
3.73706e+102,7.16044e-206,2.82102e+102,1.25657e-205
4.95055e+102,4.08031e-206,3.73706e+102,7.16044e-206
6.55809e+102,2.32512e-206,4.95055e+102,4.08031e-206
8.68761e+102,1.32495e-206,6.55809e+102,2.32512e-206
1.15086e+103,7.55009e-207,8.68761e+102,1.32495e-206
1.52457e+103,4.30235e-207,1.15086e+103,7.55009e-207
2.01963e+103,2.45165e-207,1.52457e+103,4.30235e-207
2.67543e+103,1.39705e-207,2.01963e+103,2.45165e-207
3.5442e+103,7.96095e-208,2.67543e+103,1.39705e-207
4.69506e+103,4.53647e-208,3.5442e+103,7.96095e-208
6.21963e+103,2.58506e-208,4.69506e+103,4.53647e-208
8.23925e+103,1.47307e-208,6.21963e+103,2.58506e-208
1.09147e+104,8.39416e-209,8.23925e+103,1.47307e-208
1.44589e+104,4.78333e-209,1.09147e+104,8.39416e-209
1.91539e+104,2.72574e-209,1.44589e+104,4.78333e-209
2.53736e+104,1.55323e-209,1.91539e+104,2.72574e-209
3.36128e+104,8.85095e-210,2.53736e+104,1.55323e-209
4.45275e+104,5.04363e-210,3.36128e+104,8.85095e-210
5.89864e+104,2.87406e-210,4.45275e+104,5.04363e-210
7.81403e+104,1.63776e-210,5.89864e+104,2.87406e-210
1.03514e+105,9.3326e-211,7.81403e+104,1.63776e-210
1.37127e+105,5.31809e-211,1.03514e+105,9.3326e-211
1.81654e+105,3.03046e-211,1.37127e+105,5.31809e-211
2.40641e+105,1.72688e-211,1.81654e+105,3.03046e-211
3.18781e+105,9.84046e-212,2.40641e+105,1.72688e-211
4.22295e+105,5.60749e-212,3.18781e+105,9.84046e-212
5.59422e+105,3.19537e-212,4.22295e+105,5.60749e-212
7.41076e+105,1.82085e-212,5.59422e+105,3.19537e-212
9.81716e+105,1.03759e-212,7.41076e+105,1.82085e-212
1.3005e+106,5.91263e-213,9.81716e+105,1.03759e-212
1.72279e+106,3.36926e-213,1.3005e+106,5.91263e-213
2.28221e+106,1.91994e-213,1.72279e+106,3.36926e-213
3.02329e+106,1.09406e-213,2.28221e+106,1.91994e-213
4.00501e+106,6.23438e-214,3.02329e+106,1.09406e-213
5.3055e+106,3.5526e-214,4.00501e+106,6.23438e-214
